Product_ID,Product_Name,Category,Supplier_Name,Order_Date,Delivery_Date,Stock_Quantity,Reorder_Level,Units_Sold,Purchase_Cost,Selling_Price,Warehouse_Location,Shipping_Time_Days
PROD5753,Watch,Fashion,Supplier D,2023-03-16,2023-03-26,152,78,40,1289,1780,Delhi,10
PROD5754,TV,Fashion,Supplier A,2023-04-26,2023-04-28,155,61,13,987,1119,Bangalore,2
PROD5755,Fan,Fashion,Supplier C,2023-01-24,2023-01-27,127,114,223,1774,2266,Mumbai,3
PROD5756,Fan,Home Appliances,Supplier A,2023-12-11,2023-12-18,32,102,137,716,929,Hyderabad,7
PROD5757,Camera,Fashion,Supplier B,2023-05-10,2023-05-15,168,78,275,856,915,Chennai,5
PROD5758,Watch,Fashion,Supplier A,2023-12-23,2024-01-01,485,126,274,1990,2364,Bangalore,9
PROD5759,Phone,Home Appliances,Supplier E,2023-10-30,2023-11-04,105,115,134,1176,1464,Delhi,5
PROD5760,Camera,Home Appliances,Supplier C,2023-01-18,2023-01-19,7,114,53,1196,1496,Delhi,1
PROD5761,AC,Fashion,Supplier E,2024-04-16,2024-04-20,126,104,46,1966,2016,Chennai,4
PROD5762,TV,Electronics,Supplier A,2024-07-19,2024-07-25,355,119,232,1710,1841,Hyderabad,6
PROD5763,Fan,Sports,Supplier A,2024-09-01,2024-09-05,286,136,61,262,715,Delhi,4
PROD5764,AC,Fashion,Supplier D,2024-05-13,2024-05-19,310,113,82,1314,1708,Hyderabad,6
PROD5765,Mixer,Home Appliances,Supplier B,2023-05-17,2023-05-20,20,66,180,1722,1795,Chennai,3
PROD5766,Tablet,Electronics,Supplier E,2023-09-20,2023-09-30,307,111,96,1360,1626,Mumbai,10
PROD5767,Tablet,Fashion,Supplier D,2023-09-25,2023-10-03,312,72,206,1973,2266,Bangalore,8
PROD5768,AC,Electronics,Supplier A,2024-08-27,2024-08-29,276,66,285,1333,1755,Delhi,2
PROD5769,Phone,Sports,Supplier E,2024-06-13,2024-06-23,260,71,20,1210,1579,Delhi,10
PROD5770,Watch,Electronics,Supplier B,2023-01-29,2023-01-30,222,134,91,1260,1321,Bangalore,1
PROD5771,Shoes,Sports,Supplier C,2023-06-28,2023-07-08,80,134,158,608,1016,Mumbai,10
PROD5772,AC,Home Appliances,Supplier C,2023-11-06,2023-11-09,228,77,128,1296,1400,Hyderabad,3
PROD5773,Watch,Electronics,Supplier E,2023-08-04,2023-08-14,154,136,100,1849,2325,Bangalore,10
PROD5774,Phone,Fashion,Supplier A,2024-02-26,2024-02-28,48,82,202,266,643,Mumbai,2
PROD5775,Camera,Sports,Supplier E,2024-09-18,2024-09-20,89,98,118,236,593,Bangalore,2
PROD5776,AC,Home Appliances,Supplier E,2023-08-05,2023-08-14,439,126,257,985,1244,Delhi,9
PROD5777,Shoes,Sports,Supplier A,2023-11-22,2023-11-30,425,83,213,1986,2190,Bangalore,8
PROD5778,TV,Sports,Supplier B,2024-07-02,2024-07-07,441,65,97,451,821,Delhi,5
PROD5779,AC,Fashion,Supplier C,2024-08-03,2024-08-06,272,146,268,891,1329,Delhi,3
PROD5780,Tablet,Electronics,Supplier A,2024-10-12,2024-10-14,56,115,64,1931,2065,Chennai,2
PROD5781,Watch,Sports,Supplier D,2024-07-14,2024-07-15,368,55,195,432,636,Mumbai,1
PROD5782,Shoes,Electronics,Supplier A,2023-10-04,2023-10-10,448,135,139,406,857,Mumbai,6
PROD5783,Camera,Home Appliances,Supplier A,2023-12-17,2023-12-22,420,149,126,1244,1698,Mumbai,5
PROD5784,Watch,Electronics,Supplier C,2024-03-25,2024-04-04,168,136,237,1125,1179,Hyderabad,10
PROD5785,Mixer,Sports,Supplier B,2023-04-23,2023-04-25,181,113,225,1200,1669,Delhi,2
PROD5786,AC,Electronics,Supplier B,2024-05-20,2024-05-27,445,82,147,1515,1876,Delhi,7
PROD5787,Watch,Sports,Supplier E,2024-06-27,2024-07-07,131,74,249,865,974,Delhi,10
PROD5788,Camera,Electronics,Supplier A,2023-12-04,2023-12-09,201,138,35,1961,2341,Mumbai,5
PROD5789,Laptop,Home Appliances,Supplier A,2023-03-28,2023-04-04,140,72,39,1282,1465,Delhi,7
PROD5790,Mixer,Electronics,Supplier B,2024-08-26,2024-09-03,107,88,117,1456,1834,Delhi,8
PROD5791,Tablet,Electronics,Supplier A,2023-08-06,2023-08-09,118,61,183,220,719,Hyderabad,3
PROD5792,AC,Home Appliances,Supplier D,2024-06-20,2024-06-22,52,148,128,1417,1524,Bangalore,2
PROD5793,Shoes,Home Appliances,Supplier D,2023-02-18,2023-02-23,67,142,214,876,1306,Mumbai,5
PROD5794,Watch,Fashion,Supplier A,2024-08-31,2024-09-06,434,123,95,537,861,Chennai,6
PROD5795,Camera,Fashion,Supplier D,2023-09-26,2023-10-04,223,77,48,1093,1144,Bangalore,8
PROD5796,Fan,Sports,Supplier D,2024-11-30,2024-12-06,309,56,253,568,1048,Chennai,6
PROD5797,Camera,Fashion,Supplier D,2023-11-20,2023-11-23,47,130,91,1312,1775,Chennai,3
PROD5798,Tablet,Fashion,Supplier B,2023-05-14,2023-05-23,470,121,205,774,872,Mumbai,9
PROD5799,TV,Electronics,Supplier D,2024-06-18,2024-06-22,352,110,293,1520,1954,Delhi,4
PROD5800,Phone,Home Appliances,Supplier C,2024-05-22,2024-05-28,441,59,238,1342,1578,Chennai,6
PROD5801,Laptop,Electronics,Supplier A,2024-06-07,2024-06-13,359,124,27,1671,1943,Chennai,6
PROD5802,Laptop,Electronics,Supplier A,2023-04-21,2023-04-22,389,87,113,1430,1824,Delhi,1
PROD5803,TV,Home Appliances,Supplier D,2023-05-15,2023-05-23,42,62,186,891,1226,Bangalore,8
PROD5804,Watch,Electronics,Supplier A,2023-02-03,2023-02-09,284,63,162,331,516,Hyderabad,6
PROD5805,TV,Electronics,Supplier E,2024-09-27,2024-10-05,26,140,264,465,833,Bangalore,8
PROD5806,AC,Electronics,Supplier A,2023-09-14,2023-09-15,235,60,42,541,924,Delhi,1
PROD5807,AC,Fashion,Supplier C,2023-08-01,2023-08-03,150,66,85,1650,1889,Chennai,2
PROD5808,Mixer,Fashion,Supplier D,2024-10-09,2024-10-16,56,109,288,962,1388,Chennai,7
PROD5809,Mixer,Sports,Supplier A,2023-04-11,2023-04-12,413,70,47,1350,1645,Chennai,1
PROD5810,Watch,Electronics,Supplier A,2024-06-19,2024-06-28,364,74,61,600,1020,Delhi,9
PROD5811,Camera,Home Appliances,Supplier B,2023-06-16,2023-06-19,32,137,59,1071,1558,Chennai,3
PROD5812,TV,Sports,Supplier D,2024-07-02,2024-07-03,83,112,199,323,669,Hyderabad,1
PROD5813,Mixer,Fashion,Supplier A,2023-01-10,2023-01-19,16,130,54,1385,1640,Chennai,9
PROD5814,AC,Fashion,Supplier E,2024-10-17,2024-10-25,452,102,38,392,793,Mumbai,8
PROD5815,Laptop,Home Appliances,Supplier C,2024-01-27,2024-01-29,119,63,226,1616,1839,Hyderabad,2
PROD5816,AC,Fashion,Supplier C,2023-10-12,2023-10-15,112,87,19,1367,1582,Bangalore,3
PROD5817,Phone,Sports,Supplier A,2023-03-19,2023-03-28,489,142,143,1887,2082,Delhi,9
PROD5818,Laptop,Sports,Supplier A,2023-08-26,2023-09-01,293,71,183,755,1177,Mumbai,6
PROD5819,Mixer,Home Appliances,Supplier D,2024-12-05,2024-12-14,423,111,241,1138,1482,Hyderabad,9
PROD5820,TV,Sports,Supplier D,2023-11-07,2023-11-11,27,147,286,976,1112,Bangalore,4
PROD5821,Tablet,Fashion,Supplier A,2023-03-09,2023-03-18,296,133,205,922,1401,Bangalore,9
PROD5822,Mixer,Sports,Supplier E,2023-12-24,2024-01-02,414,71,263,279,484,Delhi,9
PROD5823,Phone,Fashion,Supplier D,2023-11-26,2023-11-28,108,85,246,1135,1515,Bangalore,2
PROD5824,Mixer,Fashion,Supplier E,2024-07-27,2024-07-30,106,127,205,1948,2206,Bangalore,3
PROD5825,AC,Fashion,Supplier A,2023-04-24,2023-05-01,205,140,283,1165,1407,Chennai,7
PROD5826,Phone,Sports,Supplier A,2024-09-25,2024-10-01,484,142,41,1188,1567,Chennai,6
PROD5827,Phone,Fashion,Supplier C,2023-01-15,2023-01-20,240,149,253,451,879,Delhi,5
PROD5828,Tablet,Electronics,Supplier C,2023-10-24,2023-10-27,260,80,126,1389,1643,Chennai,3
PROD5829,Tablet,Fashion,Supplier A,2023-03-14,2023-03-24,109,82,146,1596,1793,Hyderabad,10
PROD5830,Watch,Electronics,Supplier E,2024-12-19,2024-12-29,182,78,158,428,884,Delhi,10
PROD5831,Shoes,Sports,Supplier C,2023-06-16,2023-06-17,20,103,75,671,1025,Delhi,1
PROD5832,AC,Home Appliances,Supplier B,2024-04-15,2024-04-17,406,150,213,1719,1969,Bangalore,2
PROD5833,Tablet,Fashion,Supplier A,2023-04-04,2023-04-06,471,68,182,1348,1722,Delhi,2
PROD5834,TV,Home Appliances,Supplier E,2023-05-22,2023-05-29,350,116,157,1667,1974,Chennai,7
PROD5835,TV,Electronics,Supplier B,2024-01-27,2024-02-05,290,77,95,743,1005,Delhi,9
PROD5836,Camera,Fashion,Supplier E,2023-06-28,2023-07-01,290,142,222,921,1253,Delhi,3
PROD5837,Mixer,Electronics,Supplier D,2024-04-01,2024-04-02,248,125,33,453,562,Delhi,1
PROD5838,Mixer,Fashion,Supplier C,2023-06-25,2023-07-05,67,147,140,1419,1597,Delhi,10
PROD5839,Mixer,Home Appliances,Supplier D,2024-05-12,2024-05-19,187,149,143,704,1113,Mumbai,7
PROD5840,Fan,Sports,Supplier D,2023-05-23,2023-05-29,390,139,296,1041,1320,Delhi,6
PROD5841,Camera,Fashion,Supplier C,2023-02-01,2023-02-10,115,111,205,235,370,Mumbai,9
PROD5842,Mixer,Home Appliances,Supplier A,2023-03-19,2023-03-22,428,123,40,1980,2236,Chennai,3
PROD5843,Laptop,Sports,Supplier B,2024-06-18,2024-06-19,162,78,36,1616,1840,Delhi,1
PROD5844,AC,Electronics,Supplier A,2023-09-24,2023-10-04,29,121,235,486,885,Hyderabad,10
PROD5845,Camera,Home Appliances,Supplier C,2023-11-15,2023-11-24,112,111,170,660,844,Hyderabad,9
PROD5846,Fan,Electronics,Supplier E,2023-06-29,2023-07-08,296,98,32,1751,1937,Delhi,9
PROD5847,TV,Fashion,Supplier B,2023-04-08,2023-04-14,415,103,83,1732,1874,Chennai,6
PROD5848,Tablet,Electronics,Supplier B,2023-02-18,2023-02-28,92,70,296,1707,2084,Delhi,10
PROD5849,Tablet,Electronics,Supplier C,2024-07-23,2024-07-26,31,125,37,1062,1254,Mumbai,3
PROD5850,Watch,Sports,Supplier D,2024-04-25,2024-04-28,339,111,13,1404,1843,Hyderabad,3
PROD5851,Camera,Home Appliances,Supplier A,2023-07-16,2023-07-23,436,114,55,1759,2195,Delhi,7
PROD5852,AC,Home Appliances,Supplier E,2024-07-10,2024-07-12,342,71,17,1698,2053,Hyderabad,2
PROD5853,Watch,Home Appliances,Supplier E,2023-06-28,2023-07-08,229,134,36,1672,1861,Delhi,10
PROD5854,Mixer,Electronics,Supplier B,2024-06-25,2024-07-05,366,119,176,931,1336,Mumbai,10
PROD5855,Tablet,Sports,Supplier E,2024-02-21,2024-02-27,480,104,218,1893,1968,Delhi,6
PROD5856,Watch,Fashion,Supplier A,2023-04-25,2023-05-01,218,130,166,642,893,Chennai,6
PROD5857,Shoes,Home Appliances,Supplier C,2024-08-11,2024-08-14,403,142,153,509,848,Hyderabad,3
PROD5858,Camera,Sports,Supplier B,2023-02-11,2023-02-13,113,89,193,1709,2056,Mumbai,2
PROD5859,Fan,Electronics,Supplier B,2024-08-12,2024-08-19,421,139,69,1794,1985,Bangalore,7
PROD5860,Watch,Home Appliances,Supplier A,2023-10-19,2023-10-29,416,149,62,1925,2120,Hyderabad,10
PROD5861,Watch,Sports,Supplier D,2023-05-27,2023-05-28,25,53,244,709,1013,Delhi,1
PROD5862,Shoes,Home Appliances,Supplier E,2024-11-28,2024-11-29,82,101,26,766,1101,Delhi,1
PROD5863,Phone,Sports,Supplier D,2024-08-26,2024-08-27,41,146,161,1974,2305,Bangalore,1
PROD5864,Mixer,Electronics,Supplier C,2023-09-19,2023-09-28,415,82,216,511,828,Bangalore,9
PROD5865,Fan,Home Appliances,Supplier B,2023-06-20,2023-06-21,141,81,207,1524,1978,Mumbai,1
PROD5866,Shoes,Electronics,Supplier D,2024-11-06,2024-11-13,217,119,196,618,681,Hyderabad,7
PROD5867,Shoes,Home Appliances,Supplier B,2024-09-02,2024-09-05,188,52,197,1148,1234,Hyderabad,3
PROD5868,Camera,Sports,Supplier A,2023-03-11,2023-03-21,61,142,115,896,1011,Hyderabad,10
PROD5869,Tablet,Fashion,Supplier B,2024-10-06,2024-10-08,316,96,148,333,741,Mumbai,2
PROD5870,Mixer,Sports,Supplier B,2023-07-18,2023-07-28,63,134,151,643,849,Hyderabad,10
PROD5871,Shoes,Fashion,Supplier C,2023-03-24,2023-03-25,448,101,206,1775,2064,Mumbai,1
PROD5872,AC,Home Appliances,Supplier B,2024-04-29,2024-05-01,448,82,94,333,788,Delhi,2
PROD5873,Shoes,Sports,Supplier D,2023-03-19,2023-03-27,460,70,195,964,1250,Bangalore,8
PROD5874,Phone,Fashion,Supplier E,2023-01-20,2023-01-30,234,118,77,231,685,Chennai,10
PROD5875,Phone,Fashion,Supplier D,2024-09-14,2024-09-15,198,56,71,1586,2041,Mumbai,1
PROD5876,Laptop,Electronics,Supplier D,2024-02-28,2024-03-06,374,127,145,1304,1657,Chennai,7
PROD5877,Phone,Electronics,Supplier C,2023-06-20,2023-06-22,43,56,182,371,436,Mumbai,2
PROD5878,Fan,Sports,Supplier A,2023-06-08,2023-06-09,210,66,234,1778,2115,Mumbai,1
PROD5879,AC,Home Appliances,Supplier E,2023-06-04,2023-06-10,493,94,173,1426,1558,Hyderabad,6
PROD5880,Mixer,Sports,Supplier B,2024-10-18,2024-10-20,387,139,0,455,805,Chennai,2
PROD5881,Fan,Fashion,Supplier D,2023-10-07,2023-10-09,360,83,177,213,299,Chennai,2
PROD5882,Phone,Fashion,Supplier D,2024-07-28,2024-08-07,246,89,238,1877,2129,Mumbai,10
PROD5883,Shoes,Electronics,Supplier E,2023-09-24,2023-09-29,471,126,277,1280,1394,Delhi,5
PROD5884,Camera,Home Appliances,Supplier C,2024-05-30,2024-06-04,400,57,235,1086,1475,Hyderabad,5
PROD5885,TV,Home Appliances,Supplier D,2024-07-28,2024-08-05,3,63,95,876,1342,Chennai,8
PROD5886,Fan,Home Appliances,Supplier D,2024-12-24,2024-12-26,33,64,45,1094,1461,Delhi,2
PROD5887,Camera,Fashion,Supplier C,2023-02-04,2023-02-07,326,142,55,1738,2033,Bangalore,3
PROD5888,Phone,Home Appliances,Supplier C,2024-03-05,2024-03-13,85,132,82,1903,2202,Mumbai,8
PROD5889,Shoes,Electronics,Supplier B,2023-10-17,2023-10-25,274,69,194,421,520,Hyderabad,8
PROD5890,Watch,Electronics,Supplier A,2023-02-09,2023-02-18,196,84,39,1845,2244,Bangalore,9
PROD5891,Fan,Electronics,Supplier A,2023-01-13,2023-01-21,322,132,281,1975,2216,Chennai,8
PROD5892,Laptop,Sports,Supplier A,2023-03-06,2023-03-09,231,86,151,767,1060,Delhi,3
PROD5893,Mixer,Home Appliances,Supplier D,2023-03-22,2023-03-25,370,120,287,1231,1699,Mumbai,3
PROD5894,TV,Sports,Supplier B,2023-08-06,2023-08-12,169,117,134,1726,2194,Delhi,6
PROD5895,TV,Home Appliances,Supplier B,2024-01-31,2024-02-02,277,131,205,1188,1304,Delhi,2
PROD5896,TV,Electronics,Supplier E,2023-11-13,2023-11-19,188,79,114,1896,2233,Delhi,6
PROD5897,AC,Sports,Supplier C,2023-02-24,2023-02-27,198,59,113,1284,1656,Mumbai,3
PROD5898,Laptop,Electronics,Supplier A,2023-02-15,2023-02-16,7,51,12,1086,1586,Bangalore,1
PROD5899,Phone,Sports,Supplier B,2023-05-01,2023-05-08,73,57,230,1036,1517,Mumbai,7
PROD5900,Watch,Sports,Supplier E,2023-09-17,2023-09-25,468,105,203,486,952,Bangalore,8
PROD5901,Laptop,Sports,Supplier D,2023-02-23,2023-02-27,224,114,86,1648,1775,Mumbai,4
PROD5902,Tablet,Sports,Supplier D,2023-03-04,2023-03-12,497,110,109,1846,1962,Delhi,8
PROD5903,Tablet,Electronics,Supplier C,2023-08-06,2023-08-13,36,109,147,1542,1910,Bangalore,7
PROD5904,AC,Fashion,Supplier D,2023-01-17,2023-01-26,394,64,224,1406,1754,Mumbai,9
PROD5905,Shoes,Fashion,Supplier B,2024-01-25,2024-01-28,298,111,72,498,854,Chennai,3
PROD5906,Watch,Sports,Supplier E,2023-09-07,2023-09-09,24,78,254,545,830,Mumbai,2
PROD5907,Phone,Fashion,Supplier A,2024-04-29,2024-05-01,35,88,114,1188,1619,Mumbai,2
PROD5908,Shoes,Electronics,Supplier A,2024-03-11,2024-03-16,65,105,30,1836,2321,Chennai,5
PROD5909,Tablet,Home Appliances,Supplier B,2023-05-23,2023-05-27,389,73,245,1522,1899,Hyderabad,4
PROD5910,AC,Sports,Supplier A,2024-03-16,2024-03-25,414,126,139,648,1006,Delhi,9
PROD5911,Fan,Sports,Supplier C,2023-09-12,2023-09-15,341,107,203,260,667,Delhi,3
PROD5912,Mixer,Home Appliances,Supplier D,2023-08-31,2023-09-06,401,98,188,233,296,Hyderabad,6
PROD5913,Camera,Fashion,Supplier A,2023-03-01,2023-03-03,282,125,184,1225,1470,Hyderabad,2
PROD5914,Fan,Sports,Supplier C,2024-08-14,2024-08-22,31,82,237,1643,2009,Hyderabad,8
PROD5915,Fan,Home Appliances,Supplier D,2023-10-12,2023-10-15,178,138,288,309,739,Chennai,3
PROD5916,Shoes,Home Appliances,Supplier A,2023-11-03,2023-11-08,160,141,173,200,580,Bangalore,5
PROD5917,TV,Home Appliances,Supplier A,2023-12-03,2023-12-07,47,90,115,1916,2296,Hyderabad,4
PROD5918,Mixer,Electronics,Supplier B,2023-09-15,2023-09-18,301,63,283,1911,2371,Mumbai,3
PROD5919,Phone,Home Appliances,Supplier B,2024-01-26,2024-02-05,348,122,51,1405,1598,Hyderabad,10
PROD5920,Mixer,Fashion,Supplier C,2024-07-09,2024-07-16,354,113,81,1895,1969,Bangalore,7
PROD5921,Watch,Sports,Supplier B,2023-06-06,2023-06-08,149,88,32,662,1026,Delhi,2
PROD5922,Tablet,Sports,Supplier A,2024-08-16,2024-08-20,185,68,161,1898,2247,Chennai,4
PROD5923,Camera,Sports,Supplier D,2024-12-07,2024-12-16,203,61,150,970,1392,Chennai,9
PROD5924,TV,Electronics,Supplier C,2024-11-12,2024-11-18,246,128,45,1491,1559,Mumbai,6
PROD5925,Mixer,Electronics,Supplier A,2023-06-26,2023-06-30,16,55,194,953,1276,Chennai,4
PROD5926,Shoes,Sports,Supplier A,2024-03-22,2024-03-27,419,84,189,382,549,Chennai,5
PROD5927,TV,Fashion,Supplier B,2023-11-27,2023-12-07,170,73,124,317,577,Chennai,10
PROD5928,TV,Sports,Supplier C,2024-10-21,2024-10-22,350,53,32,1961,2053,Bangalore,1
PROD5929,AC,Electronics,Supplier E,2023-01-29,2023-02-02,291,65,141,1376,1761,Hyderabad,4
PROD5930,Tablet,Home Appliances,Supplier C,2024-05-14,2024-05-16,387,129,141,1936,2092,Hyderabad,2
PROD5931,Watch,Fashion,Supplier E,2024-07-25,2024-08-04,163,128,10,1795,2248,Chennai,10
PROD5932,TV,Home Appliances,Supplier D,2023-01-08,2023-01-14,310,54,49,1807,2047,Hyderabad,6
PROD5933,Mixer,Fashion,Supplier E,2024-01-30,2024-02-09,168,53,119,1309,1569,Delhi,10
PROD5934,Laptop,Electronics,Supplier B,2023-10-06,2023-10-09,69,75,290,1303,1456,Hyderabad,3
PROD5935,Mixer,Home Appliances,Supplier E,2023-11-22,2023-11-29,159,82,56,1372,1642,Mumbai,7
PROD5936,Watch,Fashion,Supplier B,2023-01-24,2023-01-26,339,141,246,985,1403,Mumbai,2
PROD5937,AC,Sports,Supplier A,2024-08-20,2024-08-25,86,122,128,792,1129,Mumbai,5
PROD5938,Tablet,Sports,Supplier A,2023-03-29,2023-03-30,296,62,36,1265,1504,Hyderabad,1
PROD5939,Fan,Electronics,Supplier C,2023-11-03,2023-11-05,207,96,158,1868,2256,Bangalore,2
PROD5940,TV,Sports,Supplier A,2023-04-24,2023-05-04,216,98,68,438,916,Chennai,10
PROD5941,Fan,Home Appliances,Supplier B,2023-08-19,2023-08-22,229,120,295,1019,1209,Mumbai,3
PROD5942,Shoes,Electronics,Supplier B,2024-03-06,2024-03-10,386,132,35,1341,1588,Chennai,4
PROD5943,AC,Fashion,Supplier C,2024-12-15,2024-12-22,273,99,182,452,946,Delhi,7
PROD5944,Shoes,Home Appliances,Supplier D,2023-07-06,2023-07-09,359,73,271,1069,1313,Hyderabad,3
PROD5945,Mixer,Sports,Supplier B,2023-01-19,2023-01-20,478,131,28,1184,1278,Hyderabad,1
PROD5946,TV,Sports,Supplier C,2024-10-17,2024-10-22,210,54,141,1367,1771,Chennai,5
PROD5947,Watch,Fashion,Supplier D,2024-12-15,2024-12-19,389,137,197,1101,1384,Hyderabad,4
PROD5948,Watch,Sports,Supplier D,2024-02-23,2024-03-04,144,143,158,1122,1477,Hyderabad,10
PROD5949,Laptop,Fashion,Supplier C,2023-02-04,2023-02-11,295,56,100,1758,1873,Delhi,7
PROD5950,Laptop,Home Appliances,Supplier A,2023-04-12,2023-04-20,261,63,129,1878,2129,Chennai,8
PROD5951,Fan,Home Appliances,Supplier E,2024-09-26,2024-09-30,70,62,27,471,522,Delhi,4
PROD5952,Camera,Sports,Supplier E,2023-02-25,2023-02-26,448,57,141,1301,1458,Bangalore,1
PROD5953,Shoes,Home Appliances,Supplier D,2024-08-25,2024-08-31,345,116,35,1234,1640,Mumbai,6
PROD5954,AC,Electronics,Supplier D,2024-05-24,2024-05-31,218,50,50,1871,2320,Chennai,7
PROD5955,Fan,Sports,Supplier B,2023-07-06,2023-07-08,418,87,43,315,625,Hyderabad,2
PROD5956,Mixer,Electronics,Supplier C,2024-11-04,2024-11-12,206,103,298,704,883,Chennai,8
PROD5957,Watch,Fashion,Supplier A,2023-08-28,2023-08-31,71,77,77,1085,1389,Hyderabad,3
PROD5958,Camera,Fashion,Supplier B,2024-11-30,2024-12-02,188,97,53,1032,1396,Bangalore,2
PROD5959,Watch,Home Appliances,Supplier C,2023-11-19,2023-11-27,38,139,111,1806,2276,Bangalore,8
PROD5960,AC,Electronics,Supplier E,2023-11-22,2023-12-01,261,54,69,1516,1880,Delhi,9
PROD5961,Camera,Fashion,Supplier E,2024-04-26,2024-04-28,215,53,97,694,907,Delhi,2
PROD5962,Camera,Sports,Supplier B,2024-06-08,2024-06-12,297,81,186,1902,2091,Chennai,4
PROD5963,Watch,Electronics,Supplier D,2024-01-11,2024-01-18,105,81,175,647,940,Chennai,7
PROD5964,Mixer,Sports,Supplier E,2023-10-12,2023-10-21,22,105,6,325,545,Delhi,9
PROD5965,AC,Home Appliances,Supplier B,2023-02-04,2023-02-09,108,72,244,1235,1406,Bangalore,5
PROD5966,Watch,Home Appliances,Supplier C,2024-11-18,2024-11-27,450,115,171,895,1372,Hyderabad,9
PROD5967,Mixer,Home Appliances,Supplier C,2024-02-24,2024-02-29,231,135,196,282,742,Chennai,5
PROD5968,Shoes,Sports,Supplier C,2023-04-06,2023-04-09,309,118,219,1429,1895,Mumbai,3
PROD5969,Watch,Home Appliances,Supplier A,2023-01-12,2023-01-17,24,106,98,1895,2311,Chennai,5
PROD5970,Tablet,Home Appliances,Supplier C,2024-09-14,2024-09-21,136,149,226,759,833,Bangalore,7
PROD5971,Camera,Electronics,Supplier B,2023-05-09,2023-05-16,374,118,38,1522,2002,Mumbai,7
PROD5972,Shoes,Sports,Supplier E,2023-05-24,2023-06-01,170,50,204,1538,1861,Delhi,8
PROD5973,TV,Electronics,Supplier C,2023-11-13,2023-11-17,469,53,292,1608,2046,Chennai,4
PROD5974,Phone,Electronics,Supplier A,2023-09-03,2023-09-04,171,130,28,1417,1690,Mumbai,1
PROD5975,TV,Electronics,Supplier C,2023-01-14,2023-01-23,420,125,166,416,756,Hyderabad,9
PROD5976,Laptop,Home Appliances,Supplier B,2024-12-02,2024-12-10,360,102,196,346,820,Delhi,8
PROD5977,Shoes,Sports,Supplier C,2023-03-22,2023-03-26,126,135,128,823,998,Bangalore,4
PROD5978,Shoes,Electronics,Supplier D,2023-09-25,2023-10-02,438,100,212,1496,1701,Hyderabad,7
PROD5979,Laptop,Electronics,Supplier C,2024-06-26,2024-06-28,205,127,49,807,880,Bangalore,2
PROD5980,Tablet,Home Appliances,Supplier C,2023-04-01,2023-04-11,287,115,280,1896,1993,Hyderabad,10
PROD5981,AC,Home Appliances,Supplier E,2023-01-03,2023-01-10,468,103,71,331,538,Bangalore,7
PROD5982,AC,Sports,Supplier D,2024-06-12,2024-06-17,426,83,35,320,370,Mumbai,5
PROD5983,Phone,Sports,Supplier E,2024-04-15,2024-04-18,292,126,258,239,585,Hyderabad,3
PROD5984,Laptop,Fashion,Supplier E,2024-01-22,2024-01-29,183,77,228,1581,1821,Bangalore,7
PROD5985,Camera,Electronics,Supplier A,2024-07-04,2024-07-09,185,75,277,1174,1299,Hyderabad,5
PROD5986,Tablet,Home Appliances,Supplier D,2024-01-22,2024-01-23,0,74,60,1423,1910,Chennai,1
PROD5987,Shoes,Electronics,Supplier A,2023-10-02,2023-10-06,359,93,136,942,1301,Chennai,4
PROD5988,Fan,Fashion,Supplier A,2023-08-17,2023-08-19,11,94,138,652,784,Delhi,2
PROD5989,Laptop,Electronics,Supplier D,2023-09-17,2023-09-24,235,106,159,1012,1506,Hyderabad,7
PROD5990,Fan,Home Appliances,Supplier E,2024-07-20,2024-07-25,29,136,112,1541,1603,Chennai,5
PROD5991,Camera,Fashion,Supplier E,2023-10-21,2023-10-28,350,75,267,1232,1545,Chennai,7
PROD5992,Camera,Fashion,Supplier B,2023-08-02,2023-08-12,243,124,83,601,906,Chennai,10
PROD5993,Tablet,Electronics,Supplier D,2023-04-09,2023-04-19,7,52,162,378,756,Delhi,10
PROD5994,Phone,Home Appliances,Supplier B,2023-10-03,2023-10-09,356,58,93,1201,1441,Chennai,6
PROD5995,Fan,Electronics,Supplier C,2024-02-17,2024-02-24,204,65,40,1123,1239,Hyderabad,7
PROD5996,Watch,Sports,Supplier E,2024-02-29,2024-03-05,418,148,177,219,638,Bangalore,5
PROD5997,Camera,Fashion,Supplier C,2023-03-03,2023-03-09,393,137,245,1104,1342,Bangalore,6
PROD5998,Phone,Sports,Supplier E,2023-07-09,2023-07-14,475,85,37,293,433,Chennai,5
PROD5999,TV,Electronics,Supplier B,2023-05-15,2023-05-18,210,102,131,442,848,Hyderabad,3
PROD6000,Laptop,Electronics,Supplier B,2024-12-31,2025-01-08,239,127,263,1426,1636,Hyderabad,8
PROD6001,Camera,Fashion,Supplier E,2023-05-29,2023-06-06,387,64,145,1491,1695,Mumbai,8
PROD6002,Tablet,Home Appliances,Supplier D,2024-08-09,2024-08-15,87,83,91,1115,1213,Chennai,6
PROD6003,AC,Fashion,Supplier B,2023-06-22,2023-07-01,64,149,272,396,772,Mumbai,9
PROD6004,Camera,Electronics,Supplier A,2024-08-19,2024-08-25,247,137,205,1705,1828,Bangalore,6
PROD6005,Watch,Sports,Supplier A,2023-10-19,2023-10-22,262,70,136,480,946,Bangalore,3
PROD6006,Tablet,Home Appliances,Supplier D,2024-06-23,2024-07-01,156,50,148,1914,2349,Bangalore,8
PROD6007,AC,Fashion,Supplier D,2023-05-08,2023-05-11,453,147,137,942,1400,Chennai,3
